date,open,close,high,low,volume
2010-06-09,0.5798675417900085,0.5798675417900085,0.5798675417900085,0.5798675417900085,216945744
2010-06-10,0.5798675417900085,0.5798675417900085,0.5798675417900085,0.5798675417900085,0
2010-06-13,0.5798675417900085,0.5798675417900085,0.5798675417900085,0.5798675417900085,0
2010-06-14,0.5798675417900085,0.5798675417900085,0.5798675417900085,0.5798675417900085,0
2010-06-15,2.6615940847471227,2.5166268348693848,2.7021845755448273,2.319472127103972,21756342
2010-06-16,2.528224547455411,2.597809314727783,2.6731918295101367,2.3542644725795734,15796342
2010-06-17,2.574613671169531,2.5920093059539795,2.6152043458754215,2.52242547650292,2903852
2010-06-20,2.592009623976524,2.6210031509399414,2.6615943836175084,2.545620644424816,3012100
2010-06-21,2.609405886819944,2.5514190196990967,2.609405886819944,2.5050300421277667,1167966
2010-06-22,2.5514188421221045,2.5166268348693848,2.574613697954386,2.452841488239398,3914964
2010-06-23,2.441243893862754,2.481835126876831,2.4992307639398237,2.441243893862754,1898200
2010-06-24,2.4818351996654555,2.4702374935150146,2.5166272121338022,2.4296468123019435,4447200
2010-06-27,2.4702375574063535,2.4238483905792236,2.4876339327514665,2.4064520152341107,2722186
2010-06-28,2.4702375574063535,2.4238483905792236,2.4876339327514665,2.4064520152341107,2722186
2010-06-29,2.4296467304229736,2.4296467304229736,2.48183511602774,2.3890562349082964,2803033
2010-06-30,2.4122513976035544,2.39485502243042,2.4180498821104344,2.3716599784199066,1324649
2010-07-04,2.3948543802339164,2.3484644889831543,2.406451346137871,2.290478369150236,1160476
2010-07-05,2.371659342443311,2.3484644889831543,2.406451346137871,2.278880481594034,1301843
2010-07-06,2.3484651342917524,2.371659994125366,2.4064520073800364,2.3426666497464743,593429
2010-07-07,2.3716598199958625,2.3368678092956543,2.3542641833067317,2.3194723569370104,1504882
2010-07-08,2.354264272616307,2.4180498123168945,2.447043339997431,2.354264272616307,2458621
2010-07-11,2.4644384384155273,2.4644384384155273,2.4702371062511834,2.4354450992372465,1205832
2010-07-12,2.4644385621835285,2.5746138095855713,2.6673928682765142,2.4354452215491564,3812159
2010-07-13,2.574613964223663,2.7485740184783936,2.7891652507959597,2.6094059750746093,7582393
2010-07-14,2.7485740546980892,2.8297557830810547,2.8703462786115574,2.7311784177043577,7926189
2010-07-15,2.829755745791576,2.7485740184783936,2.829755745791576,2.7021848550076197,660638
2010-07-18,2.7485742225925955,2.6557953357696533,2.6963865711015997,2.5746141554192685,306124
2010-07-19,2.6557951620994555,2.6210031509399414,2.6731915363401906,2.5804126555843303,850945
2010-07-20,2.6210031211609137,2.5804126262664795,2.667393021837999,2.5514190996324775,835232
2010-07-21,2.580412513781228,2.6268014907836914,2.67319138943855,2.5514189884111107,548608
2010-07-22,2.626801635136038,2.6210031509399414,2.667393052144094,2.5630162813435953,403640
2010-07-25,2.6210031509399414,2.6210031509399414,2.6789900205362875,2.5804126555843303,254026
2010-07-26,2.621002829360082,2.5920093059539795,2.6268013128447425,2.56881518768487,356725
2010-07-27,2.592009464219155,2.638399362564087,2.661594219571314,2.6094058373876723,999344
2010-07-28,2.6383993280962494,2.7021846771240234,2.75437305862588,2.6094058032986043,1654041
2010-07-29,2.702184726756871,2.6905877590179443,2.7195803626957398,2.649996344296435,517748
2010-08-01,2.69058767689581,2.6615941524505615,2.7079833123037287,2.64419777972075,107526
2010-08-02,2.661594014313884,2.6789896488189697,2.725379543586395,2.6441976424869438,2036690
2010-08-03,2.678990042267207,2.7253799438476562,2.8007624509742546,2.6963864166490543,2343205
2010-08-04,2.725380229248724,2.794964075088501,2.81815912047295,2.702185183864275,3362525
2010-08-05,2.794963775462383,2.841352939605713,2.8819441725117763,2.8123594124790854,4140109
2010-08-08,2.841352747315197,2.934131622314453,2.968924368637156,2.8471519684734283,3595900
2010-08-09,2.899339795771075,3.0211122035980225,3.131287274361544,2.899339795771075,6848062
2010-08-10,3.015313359741058,2.9863200187683105,3.102293751320258,2.968924382845619,11221418
2010-08-11,2.9863200044765965,2.934131622314453,2.9863200044765965,2.9051380971499823,16055197
2010-08-12,2.8993399143218994,2.8993399143218994,2.99211879895342,2.881944276676451,3637121
2010-08-15,2.899340007958644,2.9051384925842285,3.0037167864902234,2.8819443697513885,324998
2010-08-16,2.9051384765320907,2.9283335208892822,2.9979173636473444,2.8993399919385454,434631
2010-08-17,2.928333685508603,2.9399313926696777,2.974723408169829,2.9109380464195516,495658
2010-08-18,2.9399307437382745,2.916735887527466,2.957326378987584,2.8819438797069603,1134779
2010-08-19,2.916735954383461,2.893541097640991,2.957326446773975,2.8355542322805305,484831
2010-08-22,2.8935412418587676,2.887742757797241,2.9167360997572986,2.8529507474451723,282208
2010-08-23,2.887742628441752,2.9457294940948486,2.9863199866902064,2.8993395960453223,692636
2010-08-24,2.9457298174639015,2.8993399143218994,2.9457298174639015,2.887742945445265,271391
2010-08-25,2.8993399143218994,2.8993399143218994,2.916736289289335,2.8703463861473324,550368
2010-08-26,2.8993399143218994,2.8993399143218994,2.922534773727652,2.887742945445265,233720
2010-08-29,2.8993399143218994,2.8993399143218994,2.916736289289335,2.881944276676451,872714
2010-08-30,2.899339835137233,2.8703463077545166,2.9109377253495983,2.864547823474563,95372
2010-08-31,2.847152186304212,2.8703463077545166,2.89354135085728,2.847152186304212,244735
2010-09-01,2.8703459907753777,2.916735887527466,2.934131522776776,2.852950539856539,247957
2010-09-02,2.910937882778145,2.9283335208892822,2.9399312273983798,2.8993399919385454,1008500
2010-09-05,2.928333252210837,2.887742757797241,2.928333252210837,2.870346199629752,18927
2010-09-06,2.887742645641019,2.934131622314453,2.9863200044765965,2.9051380971499823,428859
2010-09-07,2.934131522776776,2.916735887527466,2.957326378987584,2.905137998595883,13142
2010-09-08,2.9167359864750124,2.934131622314453,2.9573264793121252,2.9109375026386917,28297
2010-09-12,2.934131622314453,2.934131622314453,2.934131622314453,2.934131622314453,0
2010-09-13,2.9341318211359844,2.9979171752929688,3.026910702422088,2.8993398097776293,1551805
2010-09-14,2.9979173011045477,3.0037167072296143,3.0327100512449876,2.957326803813523,2032490
2010-09-15,3.0037164601559807,2.963125228881836,3.0095149441515976,2.934131702920855,273282
2010-09-16,2.9631250553884474,3.1080923080444336,3.2356630037492553,2.9341315311250615,3006424
2010-09-19,3.1080927275470573,3.195073127746582,3.2182678028235236,3.1080927275470573,445539
2010-09-20,3.1950726137049426,3.183474540710449,3.1950726137049426,3.131286898844572,350107
2010-09-21,3.183474429273342,3.1892738342285156,3.200870800834256,3.131286789234286,655839
