date,open,close,high,low,volume
2018-06-14,0.10414448451012154,0.49610644578933716,0.5680608502514689,0.38060076402530685,116717855
2018-06-17,0.49610644578933716,0.49610644578933716,0.49610644578933716,0.49610644578933716,0
2018-06-18,0.49610644578933716,0.49610644578933716,0.49610644578933716,0.49610644578933716,0
2018-06-19,0.5415513599819539,0.5661672949790955,0.5945703663533656,0.530190120145891,85783380
2018-06-20,0.6040380001068115,0.6040380001068115,0.6248669102836807,0.5794220102221688,91296960
2018-06-21,0.6002509698491119,0.5907832980155945,0.607825129888636,0.5794220579563084,47955585
2018-06-24,0.5907832669824943,0.5737414360046387,0.5983574266241573,0.5548060933322536,63499810
2018-06-25,0.5737414640883234,0.5453383922576904,0.5604867122825014,0.5301901286646546,49260310
2018-06-26,0.5301901189206251,0.509361207485199,0.5301901189206251,0.4828517043607565,32349470
2018-06-27,0.5093612186119453,0.533977210521698,0.5585931459996754,0.5074677068181683,45770435
2018-06-28,0.5642737849190709,0.554806113243103,0.5680608648758129,0.543444873372877,34045600
2018-07-01,0.554806113243103,0.554806113243103,0.554806113243103,0.554806113243103,0
2018-07-02,0.5548061117419516,0.5434448719024658,0.5604867034458072,0.5377642801986102,24135935
2018-07-03,0.5434448305894763,0.5358706712722778,0.5472319102480756,0.5245094887282501,19773275
2018-07-04,0.5264030403591244,0.5434448719024658,0.5585931352566724,0.5207224486552688,72974085
2018-07-05,0.5566996148485777,0.5642737746238708,0.5775285260147471,0.5434448634577014,91196775
2018-07-08,0.5851026278385013,0.5756349563598633,0.5926767875941211,0.5566996134025872,60915040
2018-07-09,0.5756349368754975,0.5604866743087769,0.5775285049661947,0.5339771724931872,28844625
2018-07-10,0.5604867142892737,0.5907832980155945,0.6153992334963846,0.5661673061030289,73407335
2018-07-11,0.6135057122420116,0.6343346238136292,0.6589505589148367,0.602144472357918,140050345
2018-07-12,0.6343346037976093,0.6532699465751648,0.6646311861007618,0.638121683639475,80934380
2018-07-15,0.6532699259825587,0.6494828462600708,0.6684181884407397,0.6324410157247604,66347540
2018-07-16,0.6494828540461641,0.6286539435386658,0.647589342378106,0.6116121692308272,92605705
2018-07-17,0.6267604626412856,0.6002509593963623,0.6267604626412856,0.5832091278200867,104802730
2018-07-18,0.600250918153385,0.5926767587661743,0.6059315094779079,0.5832090877480461,46537885
2018-07-19,0.5926768079478104,0.6021444797515869,0.6153992315632292,0.5832091361440338,80944740
2018-07-22,0.6002509593963623,0.6002509593963623,0.60971863106501,0.5907832877277146,48876695
2018-07-23,0.6002509593963623,0.6002509593963623,0.6002509593963623,0.6002509593963623,0
2018-07-24,0.6002509301642335,0.5945703387260437,0.6059315216024233,0.5813155877490864,30053745
2018-07-25,0.5945703663533656,0.5661672949790955,0.5926767981648012,0.5453383834955339,41119340
2018-07-26,0.5661672744721855,0.5623801946640015,0.5699543542803696,0.5472319318630375,49010760
2018-07-29,0.5623801946640015,0.5623801946640015,0.5737414340885537,0.5510190116712216,31837600
2018-07-30,0.562380184910777,0.5377642512321472,0.5585931051682713,0.5264030120046302,48792580
2018-07-31,0.5377642393174625,0.5358706712722778,0.5415513189760618,0.5264030003416648,40810420
2018-08-01,0.5358706831450087,0.5377642512321472,0.5510190021150313,0.5264030120046302,29717345
2018-08-02,0.5377642905410274,0.533977210521698,0.5396578023348042,0.5282966187085918,17710085
2018-08-05,0.5339771800979218,0.5396577715873718,0.5491254428803792,0.5301901002943644,31781255
2018-08-06,0.5396577833881694,0.5415513515472412,0.5453383750018379,0.5358707035017991,15983915
2018-08-07,0.5415513616103932,0.554806113243103,0.5604867049623288,0.5415513616103932,43500710
2018-08-08,0.5642737627839797,0.5623801946640015,0.5699543542803696,0.5566996031676115,43390510
2018-08-09,0.5680608736439161,0.5566996335983276,0.5680608736439161,0.5510190417914211,30020600
2018-08-12,0.5566996024874941,0.5396577715873718,0.5510190109980441,0.5339771800979218,22781435
